NAME,CATEGORY,SUBCATEGORY,LON,LAT,
Cauldron Dome,TOURISM,VOLCANO,-123.319444,50.155506200000005,
Cindercone Peak,TOURISM,VOLCANO,-125.3165687,52.77,
Cinder Mountain,TOURISM,VOLCANO,-130.6099356,56.5699424,
Walkout Creek Cone,TOURISM,VOLCANO,-130.7499276,57.580015800000005,
Cracker Creek Cone,TOURISM,VOLCANO,-133.3998498,59.699972900000006,
Cottonwood Peak,TOURISM,VOLCANO,-130.2498954,59.399959,
Dark Mountain,TOURISM,VOLCANO,-129.4390812,58.6355323,
Enid Creek Cone,TOURISM,VOLCANO,-129.5199115,58.379956400000005,
Devastator Peak,TOURISM,VOLCANO,-123.5308571,50.5927133,
Mount Downton,TOURISM,VOLCANO,-124.8508115,52.705743600000005,
Dome Mountain,TOURISM,VOLCANO,-129.6365624,58.455927200000005,
Exile Hill,TOURISM,VOLCANO,-130.82489,57.37833010000001,
Dragon Cone,TOURISM,VOLCANO,-120.05000550000001,52.2501638,
Mount Fitzgerald,TOURISM,VOLCANO,-126.0655131,51.5172036,
The Flatiron,TOURISM,VOLCANO,-120.0500885,51.879932100000005,
La Boussole Centre Communataire,PUBLICSERVICE,NGO,-123.099214,49.282082,
Suncrest Cabinets,SHOP,KITCHEN,-123.10198220000001,49.1797271,
Gabrielse Cone,TOURISM,VOLCANO,-130.3787102,59.4113625,
Tŝ'ilʔoŝ,TOURISM,PEAK,-123.86383090000001,51.3724933,
Kwanila Beach,ACCOMMODATION,CAMPING,-125.36842610000001,55.4559688,
Big Island,ACCOMMODATION,CAMPING,-125.4489997,55.456261500000004,
Andrew Bay,ACCOMMODATION,CAMPING,-125.48457920000001,55.451425500000006,
Limestone,ACCOMMODATION,CAMPING,-125.25609790000001,55.322808800000004,
Indata,ACCOMMODATION,CAMPING,-125.258013,55.351995900000006,
Ahdatay,ACCOMMODATION,CAMPING,-124.80328200000001,55.201896100000006,
Ahdatay Creek Provincial Site,ACCOMMODATION,CAMPING,-124.84363850000001,55.222423600000006,
Miner's Camp,ACCOMMODATION,CAMPING,-124.8862749,55.210589500000005,
Pine Point,ACCOMMODATION,CAMPING,-124.91429330000001,55.220627400000005,
Progress Point,ACCOMMODATION,CAMPING,-125.1274645,55.1838174,
Tchentlo Hot Springs Campsite,ACCOMMODATION,CAMPING,-125.24792790000001,55.229423800000006,
Larry's Point,ACCOMMODATION,CAMPING,-125.2075714,55.2470781,
Tchentlo,ACCOMMODATION,CAMPING,-125.2320895,55.2696155,
Chuchi Lake Point A,ACCOMMODATION,CAMPING,-124.35257030000001,55.1673163,
Chuchi Lake Point,ACCOMMODATION,CAMPING,-124.35346080000001,55.1656847,
Rock Bay,ACCOMMODATION,CAMPING,-124.4619066,55.1822202,
Point Site,ACCOMMODATION,CAMPING,-124.4437534,55.1853412,
Sarah Point,ACCOMMODATION,CAMPING,-124.61330650000001,55.178448,
Jean Marie Creek,ACCOMMODATION,CAMPING,-124.6612872,55.1720285,
Singing Creek Campground,ACCOMMODATION,CAMPING,-122.912075,50.0104988,
Images Theatre,TOURISM,THEATRE,-122.91689140000001,49.2797453,
Telegraph Creek,PUBLICSERVICE,POSTOFFICE,-131.169135,57.9049132,
Safeway,SHOP,SUPERMARKET,-123.13873410000001,49.2855022,
TD Canada Trust,BUSINESS,BANK,-123.0325222,49.2326144,
Butter Baked Goods,SHOP,BAKERY,-123.17040460000001,49.2422072,
Naramata Store,SHOP,CONVENIENCE,-119.60094880000001,49.597934200000005,
Real Things Pizza,EAT/DRINK,RESTAURANT,-119.587136,49.595877400000006,
Doors Galore,SHOP,DEPARTMENTSTORE,-122.88989190000001,49.1517927,
Roger's Aquatic & Pet Supplies,SHOP,PET,-122.8898841,49.1515731,
Hakim Optical,SHOP,OPTICIAN,-122.88996100000001,49.1504497,
Dollar Tree,SHOP,CONVENIENCE,-122.8887342,49.150128,
Travel Medicine & Vaccination Centre,HEALTH,CLINIC,-122.89012160000001,49.152976200000005,
Kamal's Video Palace,SHOP,VIDEORENTAL,-122.8901086,49.153121600000006,
PharmaCity,HEALTH,PHARMACY,-122.8898697,49.1547379,
Jo's Discount,SHOP,CONVENIENCE,-122.88974,49.1550845,
Tom's Sewing,SHOP,TAILOR,-122.88987150000001,49.154887,
Pacific Pharmacy,HEALTH,PHARMACY,-122.8901179,49.155521900000004,
Envision,BUSINESS,FINANCIAL,-122.8907293,49.155799300000005,
Dream Carpets,SHOP,FURNITURE,-122.89072180000001,49.1555364,
Big Boys Furniture,SHOP,FURNITURE,-122.8907978,49.1550796,
Delta Dental,HEALTH,DENTIST,-122.89088670000001,49.1544338,
Sunfarm,SHOP,GREENGROCER,-122.8912992,49.148405000000004,
Salonn,SHOP,HAIRDRESSER,-122.8920532,49.1487458,
Dr. Bernstein,HEALTH,CLINIC,-122.8925262,49.150111800000005,
Elegant Nails,SHOP,HAIRDRESSER,-122.892149,49.149550600000005,
Surdel Dental,HEALTH,DENTIST,-122.892525,49.1501649,
Avanti Hair Studio,SHOP,HAIRDRESSER,-122.89252540000001,49.1502185,
Dulux Paints,SHOP,DEPARTMENTSTORE,-122.892525,49.15026700000001,
Rose Petal Wax Bar,SHOP,HAIRDRESSER,-122.89252510000001,49.1503139,
Dollarama,SHOP,CONVENIENCE,-122.8925442,49.150759400000005,
Marhaba General Store & Flowers,SHOP,CONVENIENCE,-122.88822640000001,49.152053300000006,
Kumare,EAT/DRINK,CAFE,-122.89155430000001,49.149558600000006,
Soccerwest,SHOP,SPORTS,-122.89178940000001,49.149563400000005,
D-Plus Pizza,EAT/DRINK,FASTFOOD,-122.89192700000001,49.1495595,
Diamond Sweets,SHOP,CONFECTIONERY,-122.89199900000001,49.1495528,
News Stand Smoke & Vapour Shop,SHOP,CONVENIENCE,-122.89207700000001,49.1495545,
Westland,BUSINESS,INSURANCE,-122.8911037,49.150140900000004,
Bosley's,SHOP,PET,-122.8912818,49.1501427,
Free camping area along Coldwater River,ACCOMMODATION,CAMPING,-120.91264740000001,49.8682054,
Country Lane Gallery,SHOP,ART,-123.0897259,49.066019000000004,
Fraser Elliott,BUSINESS,REALESTATE,-123.0827423,49.0895966,
The Firm,BUSINESS,REALESTATE,-123.0827821,49.089518500000004,
Sin On Skin Tattoos,SHOP,TATTOO,-120.80692040000001,50.1122364,
Nicola Valley Rodeo Association,SPORT,HORSE,-120.8087778,50.1054722,
City Furniture & Appliances Ltd,SHOP,FURNITURE,-120.78932390000001,50.109496,
FIELDS Merritt,SHOP,DEPARTMENTSTORE,-120.7884693,50.1097266,
Superior Pizza,EAT/DRINK,RESTAURANT,-120.7887448,50.1099003,
Spaner & Webb Clothing Co,SHOP,CLOTHES,-120.78889050000001,50.109953600000004,
Nicola Valley & District Food Bank,PUBLICSERVICE,SOCIALCARE,-120.78902360000001,50.109973000000004,
CIBC Branch with ATM,BUSINESS,BANK,-120.78936920000001,50.1100584,
Creative Company,SHOP,GIFT,-120.7881176,50.109737900000006,
RBC,BUSINESS,BANK,-120.78774310000001,50.109562800000006,
WorkBC Centre - Merritt,BUSINESS,EMPLOYMENT,-120.7875973,50.109965100000004,
Canada Cafe,EAT/DRINK,RESTAURANT,-120.7883317,50.1101607,
Starz Beauty Salon,SHOP,HAIRDRESSER,-120.78826280000001,50.110078300000005,
Black's Pharmacy,HEALTH,PHARMACY,-120.7885672,50.110291100000005,
Canadian Country Music Hall of Fame,TOURISM,MUSEUM,-120.78888610000001,50.11034840000001,
The Lemonade Stand Tobacconist,SHOP,TOBACCO,-120.78900320000001,50.110359300000006,
Ponderosa Sports,SHOP,SPORTS,-120.7891218,50.1104453,
Kolors Cutting Lounge,SHOP,HAIRDRESSER,-120.78795550000001,50.1100713,
Kolors Cutting Lounge,SHOP,HAIRDRESSER,-120.788111,50.110110000000006,
Planet Hair,SHOP,HAIRDRESSER,-120.78815270000001,50.110646800000005,
Merritt Herald,BUSINESS,PRESS,-120.78729440000001,50.1104214,
Merritt printing sign & Engraving,SHOP,CONVENIENCE,-120.78730180000001,50.1101934,
Merritt Printing & Office Supplies,SHOP,DEPARTMENTSTORE,-120.7872105,50.1102441,
boffin.Pro Computer Centre,SHOP,ELECTRONICS,-120.78707120000001,50.110429200000006,
GameGRiD,SHOP,ELECTRONICS,-120.7871097,50.110385,
City Styl'n Day Spa,SHOP,HAIRDRESSER,-120.78925860000001,50.11094000000001,
Interior Savings Credit Union,BUSINESS,BANK,-120.78936540000001,50.110816,
Coldwater Hotel,ACCOMMODATION,HOTEL,-120.7897114,50.1105941,
Hotel Penticton, Ascend Hotel Collection,ACCOMMODATION,HOTEL,-119.6093773,49.4964007,
Iron Mountain,TOURISM,PEAK,-122.4162077,49.21191820000001,
Grant Hill,TOURISM,PEAK,-122.5047689,49.1978766,
Sentinal Hill,TOURISM,PEAK,-123.1397934,49.333971700000006,
Vancity,BUSINESS,BANK,-122.8926117,49.2505327,
Kokoro Tokyo Mazesoba,EAT/DRINK,RESTAURANT,-122.89261490000001,49.2509194,
Demi Bubble Tea,EAT/DRINK,CAFE,-123.04451030000001,49.2696814,
Merritt Toys And Games,SHOP,DEPARTMENTSTORE,-120.79094300000001,50.1108357,
Nicola Valley & Dist Food Bank,BUSINESS,BANK,-120.79074580000001,50.110763600000006,
Old Barley Market Beer & Wine Store,SHOP,DEPARTMENTSTORE,-120.79054090000001,50.1107468,
St. Michaels Anglican Church,RELIGIOUS,CHRISTIAN,-120.79104360000001,50.111284000000005,
Merritt Dry Cleaning & Coin Laundry,SHOP,LAUNDRETTE,-120.79128150000001,50.110530700000005,
BreatheBikes,SHOP,BICYCLE,-120.79077930000001,50.110424,
Carrie Ware & Company Inc,BUSINESS,FINANCIAL,-120.79041260000001,50.110341000000005,
Love to Dance Academy,TOURISM,NIGHTCLUB,-120.79015380000001,50.11027970000001,
Kruse N' Style,SHOP,HAIRDRESSER,-120.789972,50.1102264,
Treehouse Health Foods Inc.,SHOP,DEPARTMENTSTORE,-120.78974710000001,50.1101572,
The Thrift Shop,SHOP,CLOTHES,-120.7900706,50.1096632,
Bumper to Bumper,SHOP,CARREPAIR,-120.78751430000001,50.110993,
Nicola Valley Medical Centre,HEALTH,DOCTORS,-120.7870953,50.110736100000004,
Nicola Logworks,SHOP,DIY,-120.7880935,50.111044400000004,
Grand Pub & Grill Ltd,EAT/DRINK,RESTAURANT,-120.7865807,50.111180700000006,
Mongos - Mongolian Grill,EAT/DRINK,RESTAURANT,-120.78630330000001,50.1109615,
NAPA Auto Parts - Firman Auto Parts Ltd,SHOP,CARREPAIR,-120.78598720000001,50.1109887,
Fun-Key Enterprises ltd.,SHOP,DEPARTMENTSTORE,-120.78536960000001,50.110806700000005,
Merritt Funeral Chapel,SHOP,DEPARTMENTSTORE,-120.7862384,50.11065850000001,
The Medical Clinic,HEALTH,CLINIC,-120.7847102,50.1101862,
Cog Harrington Bridge dedication pillar,TOURISM,MEMORIAL,-121.44194900000001,49.876847000000005,
Pharmasave,HEALTH,PHARMACY,-120.7872597,50.108949200000005,
Hell's Gate Fishways,TOURISM,MONUMENT,-121.4424762,49.7779955,
The Fraser Canyon Corridor,TOURISM,MONUMENT,-121.41217370000001,49.707582,
Mount Grattan,TOURISM,PEAK,-126.48812960000001,49.90625420000001,
Thumb Peak,TOURISM,PEAK,-126.4786794,49.9096629,
Male Salmon,TOURISM,ART,-121.4113669,49.6991268,
Male Salmon,TOURISM,ART,-121.4092353,49.7032698,
Male Salmon,TOURISM,ART,-121.4091042,49.703244500000004,
Joan Blakeborough Museum,TOURISM,MUSEUM,-121.4545169,49.881787,
Nemaiah Valley,PUBLICSERVICE,POSTOFFICE,-123.94502650000001,51.467590300000005,
World's Second Largest Burl,TOURISM,ATTRACTION,-127.11960020000001,50.572959100000006,
World's Largest Burl,TOURISM,ATTRACTION,-127.09042040000001,50.588367700000006,
North Peak,TOURISM,PEAK,-123.3885044,49.3793614,
Essential Motorcycle Services,SHOP,DEPARTMENTSTORE,-123.1277242,49.2046999,
Markus J Hair Design & Wllbng,SHOP,HAIRDRESSER,-123.1639803,49.264157600000004,
Momo Sushi Downtown,EAT/DRINK,RESTAURANT,-119.49537910000001,49.886183900000006,
Bean Scene Coffee Works,EAT/DRINK,CAFE,-119.49549700000001,49.886183800000005,
PaceSetter Athletic Footwear,SHOP,SHOES,-123.5350815,49.405899500000004,
Fawn Lake Resort,ACCOMMODATION,CARAVAN,-120.98874,51.5556239,
Tim Hortons,EAT/DRINK,CAFE,-123.03321140000001,49.2606832,
Chicko Chicken,EAT/DRINK,RESTAURANT,-122.95086800000001,49.2192336,
K's Oriental Dessert,EAT/DRINK,CAFE,-122.95068470000001,49.219058600000004,
CoCo Fresh Tea & Juice,EAT/DRINK,CAFE,-122.99661160000001,49.225606000000006,
Mr. Japanese Curry,EAT/DRINK,RESTAURANT,-123.1137006,49.2638339,
Viet Mama Cafe,EAT/DRINK,RESTAURANT,-123.0651979,49.237956000000004,
William Jessup Snodgrass (1843-1909),TOURISM,MEMORIAL,-119.575483,49.348471700000005,
The Salmon Chief,TOURISM,ART,-119.5755371,49.3471794,
Cedar Cottage,PUBLICSERVICE,POSTOFFICE,-123.06648460000001,49.2333896,
Queens Park,PUBLICSERVICE,POSTOFFICE,-122.91905700000001,49.212982200000006,
Running Room,SHOP,SHOES,-123.13414470000001,49.2925343,
Bell tower,TOURISM,TOWER,-120.07734860000001,49.356369,
Bromley,SETTLEMENTS,HAMLET,-120.2562314,49.405141400000005,
Merritt Licensed Liquor Store,SHOP,ALCOHOL,-120.78681270000001,50.1137759,
South Central Interior Distance Education School,EDUCATION,SCHOOL,-120.77909220000001,50.11178880000001,
Merritt Visitor Info Centre BC Hydro EV,AUTOMOTIVE,CHARGINGSTATION,-120.7875295,50.113160900000004,
Petro-Canada,AUTOMOTIVE,CHARGINGSTATION,-120.7653683,50.123465,
Electrify Canada,AUTOMOTIVE,CHARGINGSTATION,-120.76088840000001,50.1226314,
Tesla Supercharger,AUTOMOTIVE,CHARGINGSTATION,-120.75082400000001,50.12459380000001,
Daylu Dena Fuels,AUTOMOTIVE,FUEL,-128.4842542,59.927602,
Daylu Dena Convenience Store,SHOP,CONVENIENCE,-128.4846091,59.92743350000001,
The Tin Man,TOURISM,ART,-120.36978110000001,49.4555414,
Cowboy Cyclist,TOURISM,ART,-120.18440380000001,49.3811635,
The Trapper,TOURISM,ART,-120.50811110000001,49.459883100000006,
Susan Louisa Moir Allison,TOURISM,MONUMENT,-120.50838130000001,49.459465,
Burnaby Rentals Hostel,ACCOMMODATION,HOSTEL,-122.93775810000001,49.2270271,
Wolf,TOURISM,ART,-120.5090244,49.4585006,
Cougar,TOURISM,ART,-120.50883820000001,49.458910200000005,
Fox,TOURISM,ART,-120.5091077,49.458339900000006,
Kelsey Bay RV Campground,ACCOMMODATION,CARAVAN,-125.96156180000001,50.397283800000004,
Rockwater Secret Cove Resort,ACCOMMODATION,HOTEL,-123.9787914,49.540714200000004,
Sunshine Coast Resosrt,ACCOMMODATION,HOTEL,-124.0184878,49.623942500000005,
Painted Boat Resort Spa and Marina,ACCOMMODATION,HOTEL,-124.028255,49.618532200000004,
Ruby Lake Resort,ACCOMMODATION,HOTEL,-123.96749630000001,49.7121543,
Tranquility Bay Waterfront Inn,ACCOMMODATION,HOTEL,-123.7632897,49.547440400000006,
The Tuwanek Hotel and Spa,ACCOMMODATION,HOTEL,-123.7626747,49.545594400000006,
Oceanside Resort,ACCOMMODATION,MOTEL,-124.47590640000001,49.7961461,
Beyond Bliss Suites & Spa,ACCOMMODATION,HOTEL,-124.52814550000001,49.839303300000005,
Westview Centre Motel,ACCOMMODATION,MOTEL,-124.52753600000001,49.8388299,
Bonniebrook Lodge,ACCOMMODATION,GUESTHOUSE,-123.55430340000001,49.389959000000005,
Keremeos Cenotaph,TOURISM,MEMORIAL,-119.82860710000001,49.2050233,
Keremeos Quail,TOURISM,ART,-119.8292873,49.2049346,
fnesc,PUBLICSERVICE,GOVERNMENT,-123.13393300000001,49.325188000000004,
BC Aboriginal Child Care Society,PUBLICSERVICE,GOVERNMENT,-123.13412050000001,49.325189300000005,
Park Royal Dental,HEALTH,DENTIST,-123.1340203,49.325188100000005,
Virani Real Estate Advisors,BUSINESS,REALESTATE,-123.1336514,49.325190500000005,
West Vancouver Veterinary Hospital,HEALTH,VETERINARY,-123.1342328,49.325185100000006,
Oceanside Liquor Store,SHOP,ALCOHOL,-123.1338197,49.3251877,
Dalewood Inn,ACCOMMODATION,MOTEL,-127.084962,50.5901888,
Moose,TOURISM,ART,-120.5072269,49.459783200000004,
Sportsman's Inn On The Harbour Front,ACCOMMODATION,MOTEL,-127.08767100000001,50.5901377,
Nimpkish Hotel,ACCOMMODATION,HOTEL,-126.9252847,50.579933200000006,
The Bayside Inn,ACCOMMODATION,HOTEL,-126.9289593,50.5858191,
Big Upper Elk Cave,TOURISM,CAVE,-126.0354044,50.2461282,
Oliver Tourism Association,TOURISM,INFORMATION,-119.54905760000001,49.1859406,
John Oliver,TOURISM,ART,-119.55074680000001,49.1824433,
U-Haul,SHOP,DEPARTMENTSTORE,-119.62420680000001,49.834134600000006,
Latimer,TOURISM,MONUMENT,-119.55005340000001,49.1827805,
North Shore Inn,ACCOMMODATION,HOTEL,-127.4928029,50.7247446,
Airport Inn,ACCOMMODATION,MOTEL,-127.38581610000001,50.6881963,
Golden Spruce Motel,ACCOMMODATION,MOTEL,-132.1704733,53.686377,
Masset Oceanview Hotel,ACCOMMODATION,HOTEL,-132.1484486,54.0094688,
Rene Savenye,TOURISM,MEMORIAL,-122.87770130000001,49.058465000000005,
Ride On,SHOP,BICYCLE,-123.10057390000001,49.2656846,
Aroy Thai,EAT/DRINK,RESTAURANT,-122.84891660000001,49.2770401,
Cox Bay Beach Resort,ACCOMMODATION,HOTEL,-125.87116780000001,49.105287100000005,
Chocolate Tofino,SHOP,BAKERY,-125.89377010000001,49.127025700000004,
Sabà Cafe and Bistro,EAT/DRINK,CAFE,-122.5761008,49.1695629,
Evo Blackcomb,SHOP,SPORTS,-122.9481585,50.116390300000006,
Viet House,EAT/DRINK,RESTAURANT,-123.11494110000001,49.254627500000005,
A Plus Nails,SHOP,HAIRDRESSER,-123.1149395,49.254670000000004,
Earl Grey Lodge,EAT/DRINK,RESTAURANT,-116.2363212,50.458550200000005,
Tumbleweed Toys,SHOP,TOYS,-120.35328170000001,50.667242300000005,
Mount Conkle,TOURISM,PEAK,-119.7077,49.574001800000005,
Copper Mountain Fire Memorial,TOURISM,MEMORIAL,-120.49645260000001,49.449444500000006,
Panago,EAT/DRINK,FASTFOOD,-123.006245,49.2677289,
Pita Pit,EAT/DRINK,FASTFOOD,-123.00624300000001,49.2678061,
The Mantra,EAT/DRINK,RESTAURANT,-123.39344460000001,48.456325,
Mr. Tubbs Ice Cream,EAT/DRINK,ICECREAM,-123.3929798,48.4562949,
Kelowna Dental Centre,HEALTH,DENTIST,-119.4766448,49.8771599,
Native Brotherhood of BC,PUBLICSERVICE,NGO,-123.13393060000001,49.3251306,
First Nations Education Steering Committee,PUBLICSERVICE,GOVERNMENT,-123.13366920000001,49.3251508,
ACCESS,TOURISM,EVENTVENUE,-123.134022,49.325147900000005,
ACCESS Trades,BUSINESS,EMPLOYMENT,-123.13423150000001,49.3251482,
CIBC Wood Gundy,BUSINESS,BANK,-123.1336699,49.3252612,
ACCESS Blade Runners,BUSINESS,EMPLOYMENT,-123.1341249,49.3251481,
Calla Financial Services,BUSINESS,FINANCIAL,-123.1338259,49.3251506,
Eagle Bay Financial Services,BUSINESS,FINANCIAL,-123.1337635,49.3251508,
Native Fishing Association,PUBLICSERVICE,NGO,-123.13393160000001,49.3251496,
Surf Grove Campground,ACCOMMODATION,CAMPING,-125.86712800000001,49.102060900000005,
ChargePoint,AUTOMOTIVE,CHARGINGSTATION,-122.69046080000001,49.105143700000006,
Classic Wine Making & Gifts,SHOP,DEPARTMENTSTORE,-122.91363190000001,49.156595800000005,
Orange Blossom Chinese Food,EAT/DRINK,RESTAURANT,-122.9137529,49.156595700000004,
Dollarama,SHOP,CONVENIENCE,-123.13592820000001,49.3246569,
TD Canada Trust,BUSINESS,BANK,-123.13620300000001,49.327629300000005,
Blaze Pizza,EAT/DRINK,RESTAURANT,-123.13544,49.3276235,
PetSmart,SHOP,PET,-123.13999500000001,49.3279591,
Banana Republic,SHOP,CLOTHES,-123.136536,49.327622100000006,
JC Nails,SHOP,HAIRDRESSER,-123.13620510000001,49.327803200000005,
Park Royal Barber,SHOP,HAIRDRESSER,-123.1364805,49.327918800000006,
Gap,SHOP,CLOTHES,-123.138243,49.3276285,
Gap Kids,SHOP,CLOTHES,-123.13851100000001,49.327626200000005,
Carousel Cleaners,SHOP,LAUNDRETTE,-123.13984210000001,49.3279021,
Saks Off 5th,SHOP,DEPARTMENTSTORE,-123.13705800000001,49.327629300000005,
Matchstick,EAT/DRINK,CAFE,-123.13494510000001,49.2829813,
West Van Dental Group,HEALTH,DENTIST,-123.13565260000001,49.327625100000006,
The Co-operators,BUSINESS,INSURANCE,-123.11435,49.323395000000005,
Nail Splash Studio,SHOP,HAIRDRESSER,-123.11405950000001,49.3233486,
Bosley's by Pet Valu,SHOP,PET,-123.1142779,49.3237073,
Norgate Animal Hospital,HEALTH,VETERINARY,-123.1141522,49.3233486,
Sunstone,SETTLEMENTS,HAMLET,-122.9276248,49.1546905,
Social Heart,SETTLEMENTS,HAMLET,-122.91232110000001,49.156058300000005,
IDA,HEALTH,PHARMACY,-123.36845830000001,48.524174800000004,
Leontrepreneur Education,BUSINESS,ADVERTISING,-123.1176612,49.2876552,
EZ-Vape,SHOP,TOBACCO,-122.46935900000001,49.058122600000004,
EZ-Vape,SHOP,TOBACCO,-122.66069990000001,49.1654792,
Intungidi Hill,TOURISM,PEAK,-132.0186711,54.6950422,
Green Man Bikes Shop,SHOP,BICYCLE,-123.52525890000001,48.4331181,
Enroute Coffee,EAT/DRINK,CAFE,-123.155257,49.2709124,
Liberty Tax,BUSINESS,FINANCIAL,-122.80955100000001,49.1913399,
Vancouver GDEW All Nations Church,RELIGIOUS,CHRISTIAN,-122.8086389,49.1912455,
Sunwest Dental,HEALTH,DENTIST,-122.80947010000001,49.191340100000005,
Omnicare Medical Clinic,HEALTH,DOCTORS,-122.3150408,49.0570243,
Manning Park East Gate,TOURISM,MONUMENT,-120.62326390000001,49.1309441,
The Stock Pile Liquor Store,SHOP,ALCOHOL,-124.7615844,49.9819766,
The Back Eatery,EAT/DRINK,RESTAURANT,-124.76211280000001,49.981455700000005,
The Stock Pile Market Grocery Store & Deli,SHOP,SUPERMARKET,-124.76139930000001,49.981987000000004,
Powell River Sea Kayak - Lund Kayak Shop,BUSINESS,TRAVELAGENCY,-124.7614647,49.9816166,
BC Hydro - Vancouver - Kerrisdale,AUTOMOTIVE,CHARGINGSTATION,-123.15534450000001,49.235905,
West Boulevard Cleaners,SHOP,LAUNDRETTE,-123.1557123,49.2358216,
Simply Natural Raw Pet Food,SHOP,PET,-123.15571430000001,49.235885100000004,
HP3,SHOP,CLOTHES,-123.1557013,49.2362065,
Rocanni Coffee,EAT/DRINK,CAFE,-123.15574740000001,49.2351339,
Economy Barber Shop,SHOP,HAIRDRESSER,-123.1557322,49.2349985,
The Spectacle Shoppe,SHOP,OPTICIAN,-123.15573090000001,49.234951900000006,
Pierre's Antiques,SHOP,ART,-123.1557322,49.234911200000006,
Benton Brothers Fine Cheese,SHOP,DEPARTMENTSTORE,-123.15585820000001,49.234464800000005,
Taiya Peak,TOURISM,PEAK,-135.183178,59.6868296,
City of Delta - Ladner Leisure Centre,AUTOMOTIVE,CHARGINGSTATION,-123.0587586,49.086877300000005,
The Gallery at Klah Ah Men,SHOP,ART,-124.76209940000001,49.9815267,
RCAF Museum,TOURISM,MUSEUM,-127.58179770000001,50.5987536,
Humpback Inn,ACCOMMODATION,MOTEL,-127.0883337,50.589317900000005,
Vehicle Ticketing,AUTOMOTIVE,TOLLGATE,-124.92560230000001,49.740346800000005,
Foot Passenger Ticketing,AUTOMOTIVE,TOLLGATE,-124.9256256,49.740406400000005,
Comox (Little River),TRANSPORT,FERRYTERMINAL,-124.92387070000001,49.7409765,
Trans-Canada Highway,TOURISM,MEMORIAL,-117.9942968,51.0397334,
McCreight Lake Campground,ACCOMMODATION,CAMPING,-125.64721100000001,50.284827400000005,
CUPE,PUBLICSERVICE,NGO,-122.3201372,49.051513,
dental & smile design AT MAHOGANY,HEALTH,DENTIST,-122.31495960000001,49.041433100000006,
big feast BISTRO + RETAIL,EAT/DRINK,RESTAURANT,-122.31506900000001,49.0416754,
Dressmaker Pro,SHOP,TAILOR,-122.65906100000001,49.1621235,
freshii,EAT/DRINK,FASTFOOD,-122.65864250000001,49.162018200000006,
Westland Insurance,BUSINESS,INSURANCE,-122.65921630000001,49.1621632,
Meridian Meats & Seafood,SHOP,BUTCHER,-122.6585673,49.1620092,
Sushi i,EAT/DRINK,FASTFOOD,-122.65869970000001,49.162035700000004,
BMO,BUSINESS,ATM,-122.65912870000001,49.162585,
Milica Salon Spa,SHOP,HAIRDRESSER,-122.65947340000001,49.162229200000006,
Chitos Chicken & Beer,EAT/DRINK,RESTAURANT,-122.65891540000001,49.162088700000005,
COBS Bread,SHOP,BAKERY,-122.65875960000001,49.162053300000004,
PharmaChoice Walnut Grove Pharmacy,HEALTH,PHARMACY,-122.65899710000001,49.162108200000006,
Domino's,EAT/DRINK,FASTFOOD,-122.65882210000001,49.1620712,
Lanes Automotive,SHOP,CARREPAIR,-122.98355280000001,49.222272800000006,
Dollarama,SHOP,CONVENIENCE,-122.98131280000001,49.222771,
Odd Squad Productions Society,PUBLICSERVICE,ASSOCIATION,-122.98496300000001,49.222801000000004,
Chief Shakes Hot Springs Site,TOURISM,ATTRACTION,-132.0161041,56.7198031,
Dog Mountain Brewing,SHOP,ALCOHOL,-124.80731100000001,49.2353887,
Tofino Brewing Co.,EAT/DRINK,BAR,-125.89109200000001,49.139317600000005,
Summit Bread Co.,SHOP,BAKERY,-125.89161800000001,49.139403200000004,
Hound's Tooth,TOURISM,PEAK,-116.7751027,50.724401,
Crescent Spire,TOURISM,PEAK,-116.77720910000001,50.7504246,
Liquor Store,SHOP,ALCOHOL,-122.66875610000001,49.1553648,
Haynes Ranch,TOURISM,RUINS,-119.53045490000001,49.0912748,
Mount Drew,TOURISM,PEAK,-123.7922295,49.768923300000004,
Pace Creative,BUSINESS,ADVERTISING,-123.103127,49.282557800000006,
Kingdom Beauty Supplies,SHOP,COSMETICS,-123.02497740000001,49.266796500000005,
Baggins Shoes,SHOP,SHOES,-123.36799610000001,48.427678,
Urban Planet,SHOP,CLOTHES,-123.3671441,48.4250867,
Empire Donuts,EAT/DRINK,CAFE,-123.3638853,48.4254423,
Indigo,SHOP,BOOK,-123.3703993,48.445438800000005,
H&M,SHOP,CLOTHES,-123.37635730000001,48.454893500000004,
Sport Chek,SHOP,SPORTS,-123.37123960000001,48.4467349,
Starbucks,EAT/DRINK,CAFE,-123.31640200000001,48.4266693,
Good Earth Coffeehouse,EAT/DRINK,CAFE,-123.3228849,48.426288400000004,
Heart & Sole Shoes,SHOP,SHOES,-123.3559565,48.4234548,
Rogers' Chocolates,SHOP,CONFECTIONERY,-123.36789230000001,48.4239034,
Canadian Barista & Coffee Academy - Vancouver Campus,PUBLICSERVICE,EDUCATIONAL,-123.02210500000001,49.2695778,
Nass Valley Hot Springs,ACCOMMODATION,CAMPING,-129.3537154,55.140992000000004,
Tim Hortons,EAT/DRINK,CAFE,-119.62175400000001,49.832483800000006,
Jo's Place,EAT/DRINK,RESTAURANT,-123.281052,48.7796211,
Black Sheep Yarns,SHOP,DEPARTMENTSTORE,-122.85217440000001,49.2773417,
